Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
Guatemala,2002,23.833583333333333,132648.23,66080.92,1236429.9,63550.82,256977.76,17101.89,101986.06
Guinea,2002,26.51483333333333,23616.03,6679.71,885124.52,17379.55,181361.63,8813.87,57021.38
Guyana,2002,26.608083333333337,18369.41,2877.01,56045.37,3206.37,15921.36,734.42,8414.77
Haiti,2002,27.249666666666663,34095.05,6001.74,575072.65,22499.51,133612.0,6043.04,49720.03
Honduras,2002,25.432583333333337,88233.47,39016.44,791383.62,23379.14,162965.92,6946.58,49104.26
Hong Kong,2002,23.59858333333333,218818.47,93810.02,176290.5,3396.63,81518.4,7554.46,4064.8
Hungary,2002,11.432083333333331,171174.48,272485.71,688587.04,14445.2,181089.23,5268.42,108217.05
Iceland,2002,2.665833333333333,31599.62,13642.28,53617.81,320.66,7533.16,709.87,5010.61
India,2002,24.913,5517543.73,4833104.8,48526552.06,2187235.18,9662928.3,718207.51,7607360.16
Indonesia,2002,26.529,1673477.19,1421345.27,16560649.75,676219.23,5026089.31,221522.32,1518545.09
Iran,2002,19.142416666666666,1563088.17,2732597.55,7130286.26,33481.51,2747194.42,78094.23,472331.89
Iraq,2002,22.89558333333333,529697.13,690182.61,2124558.37,14143.47,1064709.43,29401.73,142729.6
Ireland,2002,10.420666666666667,148809.85,107136.52,228650.39,4768.93,117836.88,3434.11,154673.29
Israel,2002,20.72833333333333,290864.75,472304.93,372952.49,4362.29,168592.83,10635.43,25009.06
Italy,2002,13.934,1366329.66,607221.73,3848074.25,42534.2,1374856.96,30811.61,492634.8
Jamaica,2002,27.00075,102754.43,112030.46,860891.85,2127.1,156542.45,1319.23,17614.21
Japan,2002,12.837333333333332,3577044.9,791685.23,7541571.55,78426.74,1777982.24,106960.46,474512.14
Jordan,2002,20.32283333333333,90067.65,125192.11,175809.7,2078.75,92255.54,3674.35,12045.51
Kazakhstan,2002,7.301583333333334,614002.48,2389816.63,1639931.62,17605.54,303569.44,14546.12,35542.61
Kenya,2002,24.66175,96550.57,43134.89,3047994.15,71643.9,804331.94,25291.41,249487.46
Kiribati,2002,27.657916666666665,385.65,295.99,682.98,155.54,437.97,44.36,373.97
Kuwait,2002,26.386750000000003,168851.86,440104.92,379522.42,1606.31,535549.28,3512.27,11633.67
Kyrgyzstan,2002,4.709,46162.77,35636.96,404488.73,18906.0,109022.92,2076.42,13884.87
Laos,2002,24.22041666666667,46799.51,11265.0,370728.79,8294.48,81199.22,2335.89,71871.75
Latvia,2002,6.917583333333333,43693.75,12623.91,238077.33,16968.84,49184.72,2622.8,19578.66
Lebanon,2002,18.67708333333333,94184.9,103332.35,242578.61,2305.11,98115.24,786.64,16970.77
Lesotho,2002,14.387333333333332,3193.63,344.58,183336.15,7394.19,40058.93,1930.81,14673.43
Liberia,2002,26.236083333333337,8880.77,2648.82,399985.2,7774.3,80224.72,2790.76,19064.28
Libya,2002,23.40941666666667,234063.82,180747.34,1059759.58,6951.08,540967.1,14009.86,27074.9
Liechtenstein,2002,6.2636666666666665,0.93,0.12,9.41,1.31,2.03,0.16,8.61
Lithuania,2002,7.706083333333333,51147.68,40005.51,181121.97,12342.36,58631.54,2221.41,28266.16
Luxembourg,2002,10.714,41507.53,2801.37,40877.31,817.4,15276.42,725.49,5184.87
Madagascar,2002,23.617500000000003,33474.98,9430.39,806898.65,61009.63,202423.76,17673.18,104349.85
Malawi,2002,22.224,17704.34,7543.07,384186.98,42697.96,104725.23,12123.09,53790.65
Malaysia,2002,26.745500000000003,517078.87,304376.3,2900117.62,40639.94,1215737.11,28852.97,194479.56
Mali,2002,29.4265,19072.03,5857.32,396534.72,46165.31,100281.96,12556.63,87717.96
Malta,2002,19.55183333333333,8668.22,25073.3,52280.53,36.57,3433.35,57.57,1580.09
Martinique,2002,26.935666666666663,13429.92,3109.26,27422.3,534.31,6849.94,156.78,1367.07
Mauritania,2002,28.65025,27880.8,6521.82,185320.73,6885.28,48661.84,3067.83,33294.22
Mauritius,2002,24.395750000000003,29542.05,19624.59,67652.41,3814.87,16739.45,1547.22,5551.5
Mexico,2002,21.225,1894613.72,2708486.08,9923040.25,162942.72,2368191.48,67430.46,786189.21
Moldova,2002,10.541083333333336,24801.51,8782.64,75692.86,10950.49,40526.19,1758.07,24693.4
Mongolia,2002,1.0959166666666669,114562.58,61967.11,422894.73,7849.07,31163.17,2710.0,87280.71
Montenegro,2002,11.417166666666668,776.99,94.82,27400.45,1842.48,6278.15,496.94,1205.39
Montserrat,2002,27.30575,363.93,107.72,663.06,7.09,149.75,3.3,116.77
Morocco,2002,18.71258333333333,196497.1,245784.56,516707.65,57383.11,198822.91,24881.31,104067.46
Mozambique,2002,24.42816666666667,30991.43,15401.48,1371971.51,20565.88,294364.27,6448.37,101116.53
Namibia,2002,21.547583333333336,21704.89,61865.15,131495.26,3428.58,36909.07,1847.18,25412.35
Nepal,2002,15.648666666666667,97224.7,24113.44,1810654.84,100102.51,375758.06,29024.69,231759.64
Netherlands,2002,11.0155,400543.45,69728.26,751416.31,10886.09,262718.76,7408.25,170087.89
New Caledonia,2002,23.469083333333334,14492.5,17301.9,15616.55,472.72,6981.76,325.4,1603.82
New Zealand,2002,10.997583333333331,173336.63,70034.83,688861.76,5373.74,177662.27,3993.94,169739.35
Nicaragua,2002,26.664916666666667,51045.07,36578.58,515032.35,18005.49,107041.62,5047.25,50154.54
Niger,2002,28.149666666666665,17758.29,5195.89,315963.6,20915.64,87922.48,5541.13,85337.81
Nigeria,2002,27.464250000000003,588181.65,97834.33,17636707.82,462812.34,3753752.08,140948.03,860103.73
Niue,2002,25.987,49.51,72.8,122.08,4.13,27.18,2.32,20.77
North America,2002,3.1162499999999995,24078816.88,19612613.51,99296249.77,869210.02,21670391.41,384931.16,5266395.99
North Korea,2002,7.925750000000001,282210.09,250237.23,5203690.49,51213.83,270044.25,27339.73,110873.79
Norway,2002,1.37075,207553.06,23133.35,646525.93,7697.62,367825.59,4372.29,37175.65
Oceania,2002,22.2775,1642857.63,1483683.97,5119082.27,59583.4,1293531.94,32669.22,752668.03
Oman,2002,27.99416666666667,85335.53,146001.82,194716.6,2266.18,624272.88,9125.58,7856.01
Pakistan,2002,22.0255,1003052.53,967725.38,7663743.18,368265.14,1722715.61,118267.51,1338165.63
Palau,2002,27.80183333333333,10395.23,1293.62,8768.55,42.31,2604.48,36.49,124.75
Panama,2002,27.207000000000004,43446.2,29293.33,393500.09,5351.28,75903.35,2224.37,23137.74
Papua New Guinea,2002,25.09633333333333,38034.43,23410.79,312677.06,11472.57,66867.5,3168.59,25796.0
Paraguay,2002,24.759,46688.13,18633.7,502849.26,22116.5,116589.38,7400.26,77344.75
Peru,2002,20.536,170285.46,1202162.49,1110798.14,38889.19,274745.05,14370.59,181805.15
Philippines,2002,27.083166666666667,439217.85,550255.01,2915786.22,95145.85,882590.79,38281.2,408592.51
Poland,2002,9.171166666666666,778001.56,1298230.78,3193111.72,78708.61,715726.24,30746.41,350832.95
Portugal,2002,15.463166666666666,289621.82,273651.87,493298.84,14519.35,230649.16,7165.91,69540.83
Puerto Rico,2002,26.482,19071.45,51411.02,35826.07,2118.72,25322.96,780.98,9100.12
Qatar,2002,28.1855,76905.25,392844.88,129671.25,1018.74,250961.72,3262.67,4620.73
Reunion,2002,24.145333333333337,15981.08,22126.64,49454.82,2206.63,21154.79,1749.78,4607.58
Romania,2002,10.392666666666669,301928.26,513464.7,703044.36,37540.03,254958.22,7981.1,189739.81
Russia,2002,-4.122916666666666,4647275.5,5850856.45,12093027.44,278464.45,4440223.9,160703.19,1156074.88
Rwanda,2002,19.94725,12455.15,3673.4,402272.86,29772.32,89278.0,8425.19,33238.19
Saint Lucia,2002,27.462833333333336,2884.86,578.23,8345.04,444.23,2188.39,85.58,728.72
Samoa,2002,27.236666666666668,1444.08,1035.5,5114.55,351.52,1521.08,103.2,1955.84
Saudi Arabia,2002,26.627333333333336,1285087.25,2009814.68,2345909.1,19464.24,2614634.3,51014.62,95310.15
Senegal,2002,28.978166666666667,41895.61,29318.08,377440.17,10799.21,119494.32,4475.52,62649.18
Serbia,2002,11.413416666666668,186374.44,710231.87,461050.99,16383.52,64723.38,6070.93,16157.95
Seychelles,2002,27.53108333333333,5319.5,2593.97,12617.04,275.97,5090.02,398.38,337.21
Sierra Leone,2002,26.992666666666665,12590.37,3227.01,404333.54,15825.26,88822.87,4729.34,22237.54
Singapore,2002,27.40608333333333,157535.1,457566.86,119451.61,13511.75,227484.45,6812.96,7312.67
Slovakia,2002,9.136416666666667,98869.3,98894.43,482627.71,11995.54,146648.28,2754.06,35746.95
Slovenia,2002,11.337250000000004,56910.75,62688.65,176790.53,6340.12,50374.5,1947.14,25747.92
Solomon Islands,2002,27.375416666666663,2094.68,1241.84,7548.39,519.55,2508.44,176.46,1435.28
Somalia,2002,27.516,22087.73,4059.6,728232.19,25467.5,163143.89,8028.77,108215.4
South Africa,2002,17.949416666666668,1627676.79,2622298.41,6807947.24,139977.71,1709986.19,63596.74,335794.18
South America,2002,22.683666666666667,4886758.81,5388521.11,29129884.12,657913.18,7596639.25,271630.69,4269513.67
South Korea,2002,12.817166666666669,1382304.68,473376.54,992947.45,37769.39,778299.77,30202.54,252975.67
Spain,2002,14.647916666666667,1370092.6,1470646.51,1955665.2,32379.16,797246.61,22117.57,535835.92
Sri Lanka,2002,27.795916666666667,178307.9,107165.74,1541418.04,97632.3,362865.74,23591.25,126661.2
Sudan,2002,27.905416666666667,137160.32,44749.02,2643305.49,70739.41,748583.82,23131.64,362291.99
Suriname,2002,26.90391666666667,12725.75,6258.45,31884.68,673.41,10192.41,466.79,3078.03
Sweden,2002,3.795333333333333,199469.92,40962.5,573144.65,18062.52,200120.19,7274.86,70779.49
Switzerland,2002,8.484833333333333,108576.33,14933.72,329640.17,7817.19,126236.83,4175.17,54742.29
Syria,2002,18.856583333333333,205773.58,260433.43,316691.53,11062.97,550134.68,16256.28,77477.13
Taiwan,2002,23.136,696204.04,202636.02,1697940.13,50379.15,868310.84,40254.81,109675.11
Tajikistan,2002,5.291250000000001,36513.42,12480.05,427554.09,26923.56,141305.0,2836.22,16854.03
Tanzania,2002,23.00175,79808.33,22779.56,3123499.99,154487.65,660224.42,42868.82,258206.28
Thailand,2002,26.78608333333333,866628.77,809947.74,8700637.15,142426.39,2405736.15,68250.69,576302.9
Togo,2002,27.49725,10804.08,3102.11,494374.85,11932.29,138872.02,3558.67,33405.88
Tonga,2002,23.89316666666667,1298.49,747.53,2319.64,267.38,881.13,71.91,963.81
Tunisia,2002,21.328416666666666,87293.42,69545.17,418122.14,14750.26,152924.51,9030.67,49016.93
Turkey,2002,12.339,927012.77,2039025.58,2455252.27,90519.78,872379.26,47937.1,579027.62
Turkmenistan,2002,16.379583333333333,256671.16,96429.13,314923.3,10616.22,117709.03,5734.75,12026.97
Uganda,2002,23.8305,53035.03,11239.38,2620549.21,92893.5,525190.15,25950.24,180163.91
Ukraine,2002,9.377166666666666,882768.2,1144610.74,3020018.08,62545.79,938757.0,21958.82,401898.8
United Arab Emirates,2002,29.058000000000003,364368.18,608676.71,837405.86,5912.46,796866.35,17009.69,11451.11
United Kingdom,2002,9.679666666666668,1683122.72,1006092.3,3906845.32,25326.67,1448556.91,24670.19,402067.83
United States,2002,9.816166666666666,18255470.68,13191002.09,72205063.21,415471.94,14985288.43,221960.27,3416370.59
Uruguay,2002,17.993916666666667,35699.32,22183.66,192696.37,6153.01,41191.49,2795.04,84662.96
Uzbekistan,2002,13.871916666666666,350212.27,803657.81,998878.89,50666.71,156366.25,9993.09,50326.1
Venezuela,2002,25.772166666666667,563952.27,622721.29,5494263.49,20557.88,1644202.13,12103.24,233689.74
Vietnam,2002,24.39375,437779.94,370622.72,7339439.0,159028.63,1647424.86,48559.14,648457.9
Western Sahara,2002,23.457833333333337,432.96,72.71,1597.28,1428.48,1668.3,371.18,1707.26
Yemen,2002,27.12516666666667,120606.85,76324.18,434018.27,6605.16,488469.42,9815.34,62438.7
Zambia,2002,22.292416666666668,31437.9,581547.32,1382050.49,50660.18,316160.85,14269.13,82731.58
Zimbabwe,2002,22.081083333333336,83538.21,78794.52,1307233.76,88143.59,247785.64,25852.35,104731.28
Afghanistan,2003,14.916,95140.57,4600.51,305643.82,34051.2,100510.5,9465.1,124136.58
Africa,2003,25.025583333333334,5174433.87,4982388.76,71464815.33,2588629.75,18862631.42,903476.51,5698545.71
Albania,2003,13.626583333333334,29725.49,29561.88,87685.56,5446.01,31893.93,1632.44,35779.56
Algeria,2003,24.393666666666665,276968.15,99115.59,795145.2,95682.78,743752.69,55580.08,85153.41
American Samoa,2003,27.26483333333333,543.16,790.72,1744.9,35.52,439.46,16.0,186.39
Angola,2003,23.06658333333333,61709.69,27782.83,1425906.77,50469.04,562690.8,17387.3,102816.02
Argentina,2003,15.518333333333333,763152.88,124250.19,2086405.55,53459.75,561462.6,34492.64,483421.53
Armenia,2003,9.423083333333333,9156.26,27475.55,41392.2,3094.22,28552.8,442.58,15161.99
Aruba,2003,28.849666666666668,2372.02,310446.32,17012.18,140.93,3735.97,98.05,249.73
Asia,2003,8.534,45495609.8,53398112.98,346258727.8,7285210.33,66702614.07,3534566.04,28350910.71
Australia,2003,22.44033333333333,1336618.35,1342010.73,3813637.12,36798.33,951575.63,24447.52,508408.92
Austria,2003,7.509333333333334,232937.09,31361.88,692403.97,18678.1,154837.87,7003.74,66639.35
Azerbaijan,2003,11.98475,83525.81,121848.29,149207.18,32361.79,105646.71,4638.95,57871.46
Bahamas,2003,26.180333333333337,18143.68,2538.12,72879.77,230.35,14416.45,90.73,1518.76
Bahrain,2003,27.370666666666665,45873.4,24395.98,219664.08,406.75,69711.67,855.1,1855.06
Bangladesh,2003,25.280833333333334,379586.23,81668.36,2457766.94,109876.14,711765.42,35796.93,818916.06
Barbados,2003,27.44008333333333,11094.6,1757.67,30506.48,267.85,7387.9,82.14,1652.83
Belarus,2003,6.724916666666666,178018.33,125739.91,477333.99,21082.68,237309.62,6881.16,145695.51
Belgium,2003,10.87025,337265.25,158340.57,833637.24,9232.46,184751.2,8021.04,95792.9
Belize,2003,25.865333333333336,6188.9,673.05,29473.59,457.08,6597.16,91.89,1928.84
Benin,2003,27.964583333333337,23324.91,3415.51,512902.97,18957.21,124114.03,5456.88,42771.87
Bhutan,2003,12.232583333333332,15171.1,3500.64,246834.47,1270.57,43631.26,350.82,41385.4
Bolivia,2003,21.26275,59812.88,11825.13,338571.65,8687.69,98103.3,3481.77,92163.02
Botswana,2003,23.395166666666668,30667.12,73542.72,240706.15,8501.44,50807.27,2974.09,20686.78
Brazil,2003,25.621,2504729.95,1585732.51,13459309.13,417499.18,3493692.44,155659.51,2620698.12
British Virgin Islands,2003,27.376583333333333,442.04,191.94,844.75,32.44,260.53,9.43,77.29
Bulgaria,2003,10.953,170853.84,819704.65,351953.05,13442.65,103028.56,4402.68,70603.57
Burkina Faso,2003,28.8835,24371.81,7331.2,596266.66,48415.76,147115.14,13257.34,103767.97
Burundi,2003,20.93133333333333,13436.5,2150.5,621253.39,27582.22,125103.52,7442.93,35091.21
Cambodia,2003,27.29941666666667,78910.51,20964.89,1262290.23,39922.13,288806.97,10195.97,122167.26
Cameroon,2003,25.01233333333333,48128.07,17086.33,1262370.75,80361.59,286667.77,23711.87,113396.6
Canada,2003,-3.8595000000000006,2811034.2,2255527.48,9322183.2,82402.61,2539539.53,32473.06,488511.29
Cape Verde,2003,24.825666666666667,1345.6,1158.2,4736.78,1517.71,2312.39,542.48,2617.61
Cayman Islands,2003,27.65108333333333,2429.46,804.74,6452.23,41.89,1408.85,22.41,105.6
Central African Republic,2003,26.01483333333333,7208.23,1702.23,155252.2,14987.98,37671.27,4052.77,37726.94
Chad,2003,27.878083333333336,14311.37,3361.51,455582.43,30883.47,112995.52,9898.2,71204.16
Chile,2003,10.078416666666667,257973.22,1519717.5,2124614.77,46262.43,395447.58,18854.75,163875.8
China,2003,7.521999999999999,19714230.24,27897064.46,200313715.5,2373983.44,24217252.57,1565943.65,10959500.61
Colombia,2003,25.65533333333333,337867.41,131005.92,2938643.6,54244.15,748709.7,20190.75,419738.31
Comoros,2003,26.6005,1321.94,583.42,20843.18,2382.32,6096.92,727.61,2052.29
Congo,2003,25.05675,9291.35,2989.51,191370.91,5259.54,107314.08,2945.31,12617.74
Costa Rica,2003,26.5775,41977.18,17505.5,392474.58,8444.37,97926.28,3220.34,37149.88
Croatia,2003,12.567000000000002,86804.38,62496.07,435911.34,20187.53,108109.56,4307.1,44284.83
Cuba,2003,26.36158333333333,157091.47,370266.89,729029.33,21371.67,192548.38,7245.51,76237.24
Cyprus,2003,19.73508333333333,23735.62,46877.8,27532.28,712.24,20150.46,1153.78,8961.92
Denmark,2003,-15.747083333333334,224986.41,34822.19,422615.68,9419.06,148975.03,4679.97,114749.65
Djibouti,2003,29.75783333333333,11310.18,2157.36,68781.09,3032.79,19687.4,1002.29,4280.94
Dominica,2003,27.08,1158.93,190.21,6978.34,63.49,5900.22,15.43,407.76
Dominican Republic,2003,26.62633333333333,159856.16,113966.58,741611.85,12588.87,183756.63,4472.35,78644.61
Ecuador,2003,22.668333333333333,156751.16,101915.02,966522.13,14566.78,283609.89,7971.36,129758.45
Egypt,2003,23.496416666666665,572459.25,441786.1,1529269.66,64772.67,653206.33,40196.36,403790.37
El Salvador,2003,25.724083333333336,61092.54,42670.73,483738.91,10333.32,103297.35,3347.94,37914.81
Equatorial Guinea,2003,25.627416666666665,30296.9,9504.08,161610.89,8338.37,378709.29,29990.61,2296.51
Eritrea,2003,27.72975,11958.92,5055.4,168151.57,6486.17,45112.38,2044.25,25723.41
Estonia,2003,5.662166666666667,47701.79,100200.05,182430.45,8309.16,33748.92,2933.18,11065.06
Ethiopia,2003,23.857166666666668,138036.61,28578.19,8206062.18,239595.61,1940142.81,67944.08,590261.14
Europe,2003,8.982333333333333,18820808.68,16930205.09,49335139.35,1072613.18,16303736.21,522984.41,6639050.48
Fiji,2003,25.44666666666667,22289.26,5727.81,19592.09,1484.17,10074.46,451.98,7791.75
Finland,2003,2.499833333333333,257612.51,104218.77,530014.05,19872.01,149095.24,6829.39,52548.83
France,2003,14.337916666666668,1610621.67,502643.8,5359513.63,90375.98,1455494.46,45584.8,752386.15
French Guiana,2003,26.779333333333337,5711.92,1174.53,17032.96,507.37,3947.21,142.02,721.34
French Polynesia,2003,26.916416666666667,8379.43,5345.28,6328.47,475.8,3425.02,202.82,954.1
Gabon,2003,24.912000000000003,22803.41,8226.37,264521.36,19411.4,117460.7,7996.68,12653.52
Gambia,2003,28.228583333333333,3026.84,1571.13,51808.5,5170.36,14058.92,1505.91,6331.81
Georgia,2003,8.804583333333333,19652.71,3433.22,216854.01,13058.17,71919.03,1697.16,35553.96
Germany,2003,9.49425,1676047.74,520113.22,4124682.57,82928.32,1385955.15,46436.8,687038.22
Ghana,2003,27.533500000000004,65787.27,41602.18,1183974.11,31520.65,298928.05,10481.54,84310.28
Greece,2003,15.472583333333334,430614.96,586209.56,746152.48,10929.76,252295.03,7830.52,70811.03
Greenland,2003,-16.256249999999998,11.19,2.19,3.23,0.0,254.48,0.0,68.93
Grenada,2003,27.7165,1900.93,369.18,11518.02,170.42,2182.69,36.51,392.22
Guadeloupe,2003,27.386750000000003,13258.96,3195.26,25292.11,564.18,6620.09,160.33,2024.34
Guam,2003,27.26533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,2003,23.99383333333334,138652.16,68458.57,1176760.87,64300.97,242398.48,17293.9,100666.08
Guinea,2003,26.409750000000003,24035.83,6715.37,864441.11,17620.37,183133.95,8914.31,57914.03
Guyana,2003,27.003666666666664,17620.08,2852.36,52474.9,3141.4,16387.44,722.1,9808.79
Haiti,2003,27.334333333333333,32276.7,5787.51,553560.63,22030.34,130372.84,5941.75,49646.2
Honduras,2003,25.54875,94628.82,44607.17,804560.96,24573.95,173309.88,7434.36,51797.13
Hong Kong,2003,23.417,228694.74,112124.12,147007.88,3345.79,76455.55,7349.35,3631.52
Hungary,2003,10.597916666666666,175293.94,246041.53,814177.75,14629.4,184708.25,5202.48,108635.32
Iceland,2003,3.3408333333333338,30918.26,12878.3,52011.75,346.35,7260.99,753.63,4983.5
India,2003,24.649916666666662,5588324.1,5061492.84,49030502.41,2234503.8,9817863.24,730212.25,7798154.34
Indonesia,2003,26.4455,1740481.29,1471151.69,17109924.68,687603.01,5252492.8,225339.29,1550803.35
Iran,2003,18.915166666666668,1666531.78,2623540.09,7890454.17,35111.46,3041601.84,79744.06,497654.26
Iraq,2003,22.95941666666667,466130.57,700018.94,1797284.23,12042.02,829099.34,22010.13,64459.19
Ireland,2003,10.522416666666668,146198.83,83132.38,219264.83,4586.82,116253.63,3407.64,153130.18
Israel,2003,20.614,296584.16,476896.83,368955.03,4595.17,169263.98,11279.27,25238.51
Italy,2003,14.296916666666666,1354393.66,513370.05,3899356.57,52163.16,1355692.8,31322.63,486856.29
Jamaica,2003,27.06583333333333,106177.75,113818.67,845508.33,2184.87,156788.11,1356.88,17842.75
Japan,2003,12.507,3517705.89,782291.11,7308091.76,77555.62,1702282.65,103838.71,469323.93
Jordan,2003,20.331416666666662,87365.04,117659.89,164871.11,2195.21,84781.28,3870.14,12524.99
Kazakhstan,2003,6.131416666666667,663843.56,2454239.48,1759814.81,18561.72,324723.86,15683.36,36055.06
Kenya,2003,24.85833333333333,90178.12,37301.76,3106203.34,73561.46,846210.02,25597.47,262404.97
